"","fips","drought_value","avg_fire_last","times","STNAME","CTYNAME","CENSUS2010POP","elevation","WAT_LAND","NVG_LAND","URB_LAND","GRS_LAND","FOR_LAND","CULT_LAND","slope","mean_QV2M","mean_WS10M","mean_WS50M","mean_PRECTOT"
"31","01061",3.93626562774674,591.307692307692,127,"Alabama","Geneva County",26790,67,0,18.8856010437012,0.745299994945526,12.3939409255981,20.4278678894043,47.547290802002,"medium",11.4955824863174,2.48259186864738,4.43792806880375,3.90008991399531
"32","01063",3.569830864388,285.083333333333,144,"Alabama","Greene County",9045,53,2.99149990081787,5.98169994354248,0.41159999370575,5.6623706817627,54.1339416503906,30.8188877105713,"small",10.8531665363565,1.83326817826427,3.7936278342455,3.96884284597342
"33","01065",3.51849192477792,283.22641509434,169,"Alabama","Hale County",15760,85,0,0,0.608799993991852,15.1481771469116,45.4296569824219,38.8133659362793,"medium",10.8531665363565,1.83326817826427,3.7936278342455,3.96884284597342
"34","01067",4.40265633805417,565.653465346534,153,"Alabama","Henry County",17302,103,0,13.9146003723145,0.487499982118607,18.8096122741699,21.2653999328613,45.5228881835938,"medium",11.0707310398749,2.22468725566849,4.21881939014855,3.57724394057858
"35","01069",4.00670274813562,1003.76623376623,116,"Alabama","Houston County",101547,69,0,5.95389986038208,1.27189993858337,7.02265214920044,7.3432765007019,78.4082717895508,"medium",11.4885222830336,2.86372165754496,4.74528928850665,3.76185301016419
"36","01071",3.77291375608024,765.271186440678,216,"Alabama","Jackson County",53227,194,5.89090013504028,0,1.31179988384247,4.85443639755249,54.726261138916,33.2166023254395,"large",9.50261532447224,2.0247771696638,3.96749804534793,3.85390148553558
"37","01073",3.81301373091691,2266.27272727273,402,"Alabama","Jefferson County",658466,185,0,0,77.4346008300781,4.2010760307312,4.82781839370728,13.5365047454834,"large",10.1087842064113,1.88348709929633,3.94747068021892,3.88940578577014
"38","01075",3.63432060757613,305.742424242424,133,"Alabama","Lamar County",14564,125,0,0,0.452499985694885,8.34149169921875,86.2737503051758,4.93225765228271,"large",10.2820289288507,2.02734949179046,4.07629397967162,4.0853479280688
"39","01077",3.54092954950447,1203.95454545455,137,"Alabama","Lauderdale County",92709,194,30.0909996032715,0,8.02989959716797,7.77599430084229,12.9825468063354,41.1205596923828,"medium",9.85367083659109,2.41919077404222,4.37451915559031,4.04178655199375
"40","01079",3.51480075093007,1700.68571428571,146,"Alabama","Lawrence County",34339,202,0,0,0.473800003528595,7.65294408798218,78.7144241333008,13.1588315963745,"medium",9.81033620015637,2.64858874120407,4.54839718530102,4.06813917122752
"41","01081",4.26023836720132,1839.0641025641,144,"Alabama","Lee County",140247,190,7.9278998374939,0,1.05659997463226,25.4433040618896,25.373161315918,40.1990356445313,"medium",10.4098827208757,1.82838545738858,3.8759538702111,3.5978694292416
"42","01083",3.60525662249568,194.311111111111,133,"Alabama","Limestone County",82782,216,0,0,1.3371000289917,3.03098392486572,13.4772911071777,82.1546249389648,"small",9.73019937451134,2.57782251759187,4.50377638780297,4.05506645817044
"43","01085",3.64753690742598,696.816666666666,158,"Alabama","Lowndes County",11299,73,0,0,0.452199995517731,8.56746768951416,88.371955871582,2.60837626457214,"medium",10.930488663018,1.98596950742768,3.94879202501955,3.74061376075059
"44","01087",4.16740728566686,2034.66101694915,372,"Alabama","Macon County",21452,113,0,0,0.356899976730347,8.74926280975342,89.5074462890625,1.38639068603516,"medium",10.7519624706802,1.93291243158718,3.95324863174355,3.56444878811572
"45","01089",3.63900478528282,203.631578947368,48,"Alabama","Madison County",334811,240,0,0,20.3463001251221,5.93711090087891,51.7485885620117,21.9680004119873,"large",9.73019937451134,2.57782251759187,4.50377638780297,4.05506645817044
"46","01091",3.45344991509265,616.420454545455,199,"Alabama","Marengo County",21027,76,0,0,0.421467542648315,8.91513156890869,90.635368347168,0.0280324425548315,"medium",11.0981978107897,1.76140734949179,3.74161454261142,4.01021892103206
"47","01093",3.56234207751098,736.87969924812,344,"Alabama","Marion County",30776,193,0,0,0.503663837909698,8.90923690795898,90.5753631591797,0.0117361405864358,"large",10.0229945269742,2.07147771696638,4.11874902267396,4.1284401876466
"48","01095",3.64013406036553,745.717948717949,142,"Alabama","Marshall County",93019,307,0,0,1.85600006580353,1.22877776622772,17.8090286254883,79.1061935424805,"large",9.80233385457389,2.16340109460516,4.12661454261142,3.85578186082877
"49","01097",3.60571262626095,1118.59666666667,759,"Alabama","Mobile County",412992,14,5,0,2.22309994697571,16.310474395752,61.2102394104004,15.2561864852905,"small",12.409050039093,2.81986317435496,4.49609851446443,4.50002345582486
"50","01099",3.571573127433,1225.40625,177,"Alabama","Monroe County",23068,100,0,0,1.94439995288849,3.92183780670166,33.9238510131836,60.2099113464355,"large",11.2769859265051,1.69711493354183,3.71797107114934,3.93603596559812
"51","01101",3.94284914543267,582.564516129032,154,"Alabama","Montgomery County",229363,102,0,0,0.373915702104568,8.91246128082275,90.6081390380859,0.105484299361706,"medium",10.8181821735731,2.2364347146208,4.16586395621579,3.63931196247068
"52","01103",3.54393628367997,1213,152,"Alabama","Morgan County",119490,316,0,0,1.80939996242523,7.717444896698,78.7296981811523,11.7434568405151,"large",9.90690383111806,2.20291634089132,4.21037138389367,4.01028146989836
"53","01105",3.47242937673233,2725.41509433962,211,"Alabama","Perry County",10591,95,0,6.99109983444214,0.247499987483025,5.28768491744995,58.0130500793457,29.4606647491455,"large",10.8259030492572,1.83667709147772,3.82617279124316,3.85951133698202
"54","01107",3.66609890453458,231.333333333333,142,"Alabama","Pickens County",19746,86,0,0,0.0707204416394234,8.94510555267334,90.9400939941406,0.0440795533359051,"large",10.5187920250195,1.96853401094605,3.96697028928851,4.02845973416732
"55","01109",4.05348006046735,861.333333333334,136,"Alabama","Pike County",32899,153,0,0,0.610000014305115,1.66422522068024,17.5315074920654,80.1942672729492,"large",11.0397576231431,1.84374511336982,3.90548475371384,3.6596168881939
"56","01111",4.34223563547945,1339.87596899225,215,"Alabama","Randolph County",22913,297,0,0,0.556699991226196,7.34699440002441,80.5734786987305,11.5228271484375,"large",10.0795856137608,1.79429241594996,3.88556293979672,3.63141125879594
"57","01113",4.1830049610559,1571.25786163522,296,"Alabama","Russell County",52947,92,0,0,0.135099992156029,7.77678632736206,63.4154891967773,28.6726245880127,"medium",10.7412978889758,1.89032447224394,3.92353010164191,3.532228303362
"58","01115",3.8107464480235,3671.55555555556,219,"Alabama","St. Clair County",83593,208,0.960999965667725,0,3.68129992485046,10.8816156387329,71.6389541625977,12.8371305465698,"large",10.0250977326036,1.96909304143862,3.98835809225958,3.75880766223613
"59","01117",3.92787067504291,2447.43650793651,247,"Alabama","Shelby County",195085,177,0,0,1.1628999710083,8.24698257446289,86.0436859130859,4.54643154144287,"large",10.383479280688,1.85215793588741,3.90012118842846,3.79808444096951
"60","01119",3.48610786973439,2234.85294117647,76,"Alabama","Sumter County",13763,56,0,0,0.348309844732285,8.92283916473389,90.7136611938477,0.0151901300996542,"medium",10.7648123534011,1.94098123534011,3.89047302580141,4.04839327599687
"61","01121",3.96670466299609,2106.00411522633,522,"Alabama","Talladega County",82291,241,0,0,0.521914422512054,8.90836429595947,90.566535949707,0.00318554299883544,"large",10.2661024237686,1.92546520719312,3.96765441751368,3.72173964034402
"62","01123",4.43420258197678,641.973214285714,255,"Alabama","Tallapoosa County",41616,192,0.998700022697449,0,0.891305208206177,8.78215312957764,89.283447265625,0.0443947538733482,"large",10.455598123534,1.97609460516028,3.99267005473026,3.62909304143862
"63","01125",3.74076917147666,534.479452054794,314,"Alabama","Tuscaloosa County",194656,104,0,0,2.84969997406006,8.23249435424805,83.8088455200195,5.10896015167236,"large",10.5370093823299,1.7615949960907,3.78036747458952,3.99277169663799
"64","01127",3.69673666028021,742.271889400921,552,"Alabama","Walker County",67023,129,0,0,0.387914419174194,8.91543292999268,90.6383666992188,0.0582855716347694,"large",10.1812314308053,1.79869429241595,3.8725136825645,4.01670054730258
"65","01129",3.47067282668008,842.37688442211,483,"Alabama","Washington County",17581,42,0,0,0.607599377632141,8.90005207061768,90.482048034668,0.0103006307035685,"medium",11.7607584050039,1.76039093041439,3.7681548084441,4.42211102423769
"66","01131",3.41198588403997,566.303448275862,254,"Alabama","Wilcox County",11670,70,0,0,0.123847283422947,8.94407272338867,90.9295272827148,0.00255272001959383,"large",11.2769859265051,1.69711493354183,3.71797107114934,3.93603596559812
"67","01133",3.51586474550768,1178.95402298851,174,"Alabama","Winston County",24484,195,2.99239993095398,0,0.454499989748001,8.56016540527344,87.3443374633789,0.648596942424774,"large",9.97381939014855,2.20801016419077,4.21561376075059,4.10359265050821
"68","04001",6.57855425715862,3100.18226600985,687,"Arizona","Apache County",71518,1948,0,25.3450622558594,0.21629998087883,74.4386367797852,0,0,"medium",4.69276778733385,3.98384284597342,5.7148123534011,0.696125879593432
"69","04009",6.05134716690619,5427.70348837209,340,"Arizona","Graham County",37220,901,0,11.7589111328125,0.0580000020563602,65.6023254394531,22.4563655853271,0.12440000474453,"medium",5.75884675527756,3.27247068021892,4.61610633307271,0.994089132134478
"70","04011",5.91791941048025,15796.9389312977,194,"Arizona","Greenlee County",8437,1398,0,4.21923065185547,0,46.0097160339355,49.771053314209,0,"large",5.51246286161063,3.17154417513683,4.62437451133698,1.07787333854574
"71","04012",5.22911683492577,928.484848484849,151,"Arizona","La Paz County",20489,404,0,66.5022735595703,0.0716999992728233,33.4260215759277,0,0,"medium",5.30601250977326,3.39087177482408,4.848885848319,0.36421032056294
"72","04023",5.4608607661071,1440.63843648209,511,"Arizona","Santa Cruz County",47420,1336,0,0,0.15149998664856,45.657356262207,54.1911430358887,0,"large",5.9752853792025,3.52060203283815,4.91298279906177,0.987333854573886
"73","04027",5.18363985377584,1270.46802325581,414,"Arizona","Yuma County",195751,102,0,71.9499969482422,0,28.0500030517578,0,0,"small",6.04642298670837,3.48080922595778,4.98548866301798,0.33587959343237
"74","05001",3.5690179090263,765,6,"Arkansas","Arkansas County",19019,58,0,0,0,0.157159328460693,1.59775400161743,98.2450866699219,"small",10.0090969507428,3.57691946833464,5.536114151681,3.53398749022673
"75","05003",3.67504894314799,244.476190476191,52,"Arkansas","Ashley County",21853,53,0,0,0.136700004339218,6.21239042282104,70.3315353393555,23.3193740844727,"small",10.4376035965598,2.51135652853792,4.59495699765442,3.93597341673182
"76","05005",3.92046909942141,334.424242424242,53,"Arkansas","Baxter County",41513,191,0,0,0.224074795842171,8.93509769439697,90.8383026123047,0.00252519501373172,"large",9.15758405003909,2.02583268178264,4.1765598123534,3.20074667709148
"77","05007",3.97021456154547,234.745762711864,92,"Arkansas","Benton County",221339,388,0,0,14.735800743103,2.18799018859863,11.7114553451538,71.3647537231445,"medium",9.01015637216575,2.84979280688038,5.01858874120407,3.24640734949179
"78","05009",3.89097305404046,250.48,32,"Arkansas","Boone County",36903,379,0,0,1.49349999427795,2.85952734947205,17.9546585083008,77.6923141479492,"large",8.97094214229867,2.34677873338546,4.49195074276779,3.157799061767
"79","05011",3.68224448693488,213.861111111111,51,"Arkansas","Bradley County",11508,66,0,0,0.0934117138385773,8.92447662353516,90.7303237915039,0.251788288354874,"medium",10.436548084441,1.945570758405,4.06087959343237,3.82815871774824
"80","05013",3.69684148819269,139.583333333333,57,"Arkansas","Calhoun County",5368,64,0,0,0.246523886919022,8.93168067932129,90.8036193847656,0.0181760899722576,"small",10.2181704456607,1.78917513682564,3.91774042220485,3.78076231430806
"81","05015",3.95165529353668,201.444444444444,64,"Arkansas","Carroll County",27446,436,0,0,0.372000008821487,8.03469371795654,81.5028991699219,10.090407371521,"large",8.91279515246286,2.62524237685692,4.81382720875684,3.19456997654417
"82","05019",3.84681129083995,187.969072164948,133,"Arkansas","Clark County",22995,83,0,0,1.10290002822876,8.22023773193359,83.9241409301758,6.75272130966187,"medium",10.0668999218139,1.87521501172791,3.98887021110242,3.92668881939015
"83","05023",3.78653560583243,191.435483870968,75,"Arkansas","Cleburne County",25970,166,0,0,7.99020004272461,12.5673389434814,75.3092727661133,4.13318777084351,"large",9.37943315089914,2.17709147771697,4.28012118842846,3.27960906958562
"84","05025",3.62155802282525,205.967741935484,52,"Arkansas","Cleveland County",8689,66,0,0,0.23120890557766,8.93420791625977,90.8292922973633,0.00529108848422766,"medium",10.1920015637217,2.04604769351055,4.1501250977326,3.77718921032057
"85","05027",3.89523822195007,164.794117647059,61,"Arkansas","Columbia County",24552,98,0,0,0.531571388244629,8.90595436096191,90.5420455932617,0.0204286109656096,"medium",10.4411180609851,1.89361610633307,4.01471853010164,3.72727912431587
"86","05029",3.8827779546358,220.743243243243,87,"Arkansas","Conway County",21273,117,0.996200025081635,0,0.646799981594086,15.9849491119385,18.9904098510742,63.3816413879395,"medium",9.60247849882721,2.27347537138389,4.3007662236122,3.5602228303362
"87","05031",3.55609437321014,164.142857142857,7,"Arkansas","Craighead County",96443,71,0,0,0,2.56646537780762,26.0918674468994,71.341667175293,"small",9.58308444096951,3.61851446442533,5.59913995308835,3.44638389366692
"88","05033",4.04176166024716,266.675,91,"Arkansas","Crawford County",61948,243,0,0,2.50850009918213,18.3068656921387,7.01903820037842,72.1655960083008,"large",9.31034401876466,2.66867083659109,4.71198983580923,3.39796716184519
"89","05039",3.69644172684394,165.659574468085,71,"Arkansas","Dallas County",8116,96,0,0,0.104836776852608,8.94595336914063,90.9486465454102,0.000563218200113624,"medium",10.2181704456607,1.78917513682564,3.91774042220485,3.78076231430806
"90","05043",3.61060395332033,181.1,73,"Arkansas","Drew County",18509,67,0,0,0,8.64361476898193,87.875,3.48138499259949,"small",10.1903674745895,2.65817435496482,4.70179827990618,3.77375684128225
"91","05045",3.82018998256912,183.577464788732,86,"Arkansas","Faulkner County",113237,112,0,0,1.33029997348785,7.94003248214722,41.1279525756836,49.6017150878906,"large",9.67591086786552,2.70446833463643,4.6812118842846,3.4899022673964
"92","05047",3.97556065597,568.086206896552,71,"Arkansas","Franklin County",18125,176,0,0,0.789899945259094,4.56799125671387,34.0046882629395,60.6374206542969,"large",9.1815949960907,2.17352619233776,4.32749804534793,3.37359655981235
"93","05049",3.86450974647193,150.857142857143,129,"Arkansas","Fulton County",12245,215,0,0,0.467299997806549,17.3173198699951,66.691764831543,15.5236148834229,"large",9.24128616106333,2.10517591868647,4.23416731821736,3.27510164190774
"94","05051",3.86414879807369,1145.67716535433,171,"Arkansas","Garland County",96024,178,16.0674991607666,0,14.3884992599487,11.9384508132935,50.4638214111328,7.1417293548584,"large",9.80811180609851,1.90563330727131,4.02661454261141,3.84677091477717
"95","05053",3.68677408134597,142.851851851852,103,"Arkansas","Grant County",17853,77,0,0,0.295709043741226,8.92879199981689,90.7742080688477,0.00129097304306924,"medium",10.0200899139953,2.38987881157154,4.46355746677092,3.77195074276779
"96","05055",3.57083815174454,232.25,4,"Arkansas","Greene County",42090,100,0,0,1.04649996757507,3.90451455116272,10.6766176223755,84.3723678588867,"medium",9.40718921032056,3.08096559812353,5.1109890539484,3.38613760750586
"97","05057",3.99720532596338,222.243243243243,54,"Arkansas","Hempstead County",22609,107,0,0,1.93250000476837,8.83951091766357,57.8621635437012,31.3658256530762,"small",10.2948436278342,2.11980062548866,4.20770132916341,3.8660164190774
"98","05059",3.79715848776046,168.344262295082,165,"Arkansas","Hot Spring County",32923,85,0,0,0.34502574801445,8.9198579788208,90.6833419799805,0.0517742596566677,"medium",10.0503049257232,1.9190461297889,4.04774042220485,3.8701602814699
"99","05061",3.996176954918,144.730769230769,34,"Arkansas","Howard County",13789,173,0,0,0.632499992847443,8.50127029418945,74.6536331176758,16.2125968933105,"medium",10.0273964034402,1.94873729476153,4.1096794370602,4.02069976544175
"100","05063",3.74372735651935,178.277108433735,104,"Arkansas","Independence County",36647,82,0,0,0.652899980545044,6.39461612701416,68.8417358398438,24.1107482910156,"large",9.48473416731822,2.40957779515246,4.48801407349492,3.28462861610633
"101","05065",3.9388835985369,180.8,110,"Arkansas","Izard County",13696,209,0,0,0.299062579870224,8.9262056350708,90.7478942871094,0.026837419718504,"large",9.24128616106333,2.10517591868647,4.23416731821736,3.27510164190774
"102","05067",3.66385864191327,216.933333333333,18,"Arkansas","Jackson County",17997,68,0,0,0.150699988007545,2.54353475570679,18.0166187286377,79.2891464233398,"small",9.55651290070367,2.99846755277561,5.01636043784206,3.37760359655981
"103","05069",3.60177257641997,157.58064516129,41,"Arkansas","Jefferson County",77435,61,0,0,0.380999982357025,3.28007459640503,7.56728076934814,88.7716445922852,"small",10.0025254104769,3.14303362001564,5.10784988272088,3.63286551993745
"104","05071",3.89825207472187,603.964285714286,108,"Arkansas","Johnson County",25540,227,11.9735994338989,0,3.08359980583191,9.17469787597656,45.8453102111816,29.9227924346924,"large",9.18940187646599,2.02900312744331,4.15371774824081,3.29665363565285
"105","05073",4.07175023284411,200.793103448276,42,"Arkansas","Lafayette County",7645,87,11.9863996505737,0,0.164359495043755,7.86435604095459,79.9526443481445,0.0322404988110065,"medium",10.4936512900704,2.20085613760751,4.23995699765442,3.69320172009382
"106","05075",3.7106113374931,204.25,27,"Arkansas","Lawrence County",17415,76,0,0,0.233400002121925,3.08234810829163,24.1803913116455,72.5038604736328,"small",9.32726739640344,2.32046129788898,4.43969898358092,3.36060985144644
"107","05079",3.5936479312462,162.466666666667,24,"Arkansas","Lincoln County",14134,62,0,0,0.433600008487701,8.03247547149658,82.7140197753906,8.81990432739258,"small",10.1903674745895,2.65817435496482,4.70179827990618,3.77375684128225
"108","05081",4.14815974333957,218.21875,40,"Arkansas","Little River County",13171,97,0,0,0.557999968528748,13.5956745147705,14.7647829055786,71.08154296875,"small",10.2879945269742,2.56442142298671,4.6276465989054,3.82790461297889
"109","05083",3.97562875422063,274.362637362637,111,"Arkansas","Logan County",22353,271,18.967098236084,0,0.280263394117355,7.23089790344238,73.5126037597656,0.00913660041987896,"large",9.55874120406568,2.0394917904613,4.14380375293198,3.65460516028147
"110","05085",3.71793839655618,256.428571428571,16,"Arkansas","Lonoke County",68356,69,1,0,0.160400003194809,2.11474466323853,16.9510364532471,79.7738189697266,"small",9.87990617670055,3.42525019546521,5.37539874902267,3.52566458170445
"111","05087",4.04433581096678,541.466666666667,22,"Arkansas","Madison County",15717,503,0,0,0.232039406895638,8.92484569549561,90.7340545654297,0.109060607850552,"large",8.91279515246286,2.62524237685692,4.81382720875684,3.19456997654417
"112","05089",3.8976541893673,240.081081081081,60,"Arkansas","Marion County",16653,256,0,0,0.512099981307983,8.1568775177002,81.5281677246094,9.80285453796387,"large",9.06370211102424,2.11466379984363,4.26715402658327,3.15862001563722
"113","05091",4.23115588135071,189.871794871795,124,"Arkansas","Miller County",43462,96,0,0,0.530699968338013,11.1739664077759,50.5224227905273,37.7729110717773,"medium",10.4936512900704,2.20085613760751,4.23995699765442,3.69320172009382
"114","05095",3.59290755078282,1081,8,"Arkansas","Monroe County",8149,54,0,0,0.111599996685982,1.1772917509079,11.8442335128784,86.8668746948242,"small",9.88255668491009,3.70755277560594,5.689456606724,3.46442142298671
"115","05097",3.89821249394155,2682.41666666667,98,"Arkansas","Montgomery County",9487,231,0,0,0.152559414505959,8.9229564666748,90.71484375,0.209640607237816,"large",9.75776387802971,1.95571149335418,4.10604378420641,3.92483580922596
"116","05099",3.8690213487696,163.80701754386,81,"Arkansas","Nevada County",8997,106,0,0,0.347362101078033,8.92204093933105,90.7055587768555,0.025037931278348,"medium",10.2609265050821,1.86320953870211,3.9814347146208,3.81911649726348
"117","05101",3.9600149770606,729.977272727273,106,"Arkansas","Newton County",8330,615,0,0,0.0839830935001373,8.94679355621338,90.9572067260742,0.0120169101282954,"large",9.18940187646599,2.02900312744331,4.15371774824081,3.29665363565285
"118","05103",3.75228752664879,147.223404255319,134,"Arkansas","Ouachita County",26120,58,0,0,0.441199988126755,8.91587829589844,90.6429214477539,0,"medium",10.2181704456607,1.78917513682564,3.91774042220485,3.78076231430806
"119","05105",3.87612860761187,518.728395061728,111,"Arkansas","Perry County",10445,291,1.99240005016327,0,0.498400002717972,8.73232936859131,88.7768707275391,0,"large",9.85774433150899,2.2386278342455,4.29338936669273,3.77842455043002
"120","05109",3.90872507022591,160.681818181818,54,"Arkansas","Pike County",11291,185,0,0,0.35917541384697,8.92124366760254,90.6974563598633,0.0221245903521776,"medium",10.0273964034402,1.94873729476153,4.1096794370602,4.02069976544175
"121","05113",4.0193592843726,964.027027027027,92,"Arkansas","Polk County",20662,421,0,0,0.219440966844559,8.93516540527344,90.8390350341797,0.00635901978239417,"large",9.97987881157154,2.03982799061767,4.23510555121188,4.02060985144644
"122","05115",3.90597962703161,314.323232323232,123,"Arkansas","Pope County",61754,215,0,0,5.23150014877319,7.2127537727356,65.9621887207031,21.5935573577881,"large",9.54386630179828,1.90769351055512,4.02261923377639,3.60198201720094
